,County,City,year,U Total,U Occupied,Pop Total
785,San Mateo,Unincorporated,2015,22589.0,21134.0,65174.0
786,San Mateo,Unincorporated,2016,22648.0,21196.0,65457.0
787,San Mateo,Unincorporated,2017,22683.0,21230.0,65572.0
788,San Mateo,Unincorporated,2018,22762.0,21299.0,65767.0
789,San Mateo,Unincorporated,2019,22886.0,21415.0,66027.0
790,San Mateo,Woodside,2010,2157.0,1977.0,5287.0
791,San Mateo,Woodside,2011,2161.0,1980.0,5348.0
792,San Mateo,Woodside,2012,2174.0,1990.0,5431.0
793,San Mateo,Woodside,2013,2180.0,1991.0,5496.0
794,San Mateo,Woodside,2014,2183.0,1997.0,5540.0
795,San Mateo,Woodside,2015,2185.0,2000.0,5583.0
796,San Mateo,Woodside,2016,2193.0,2004.0,5605.0
797,San Mateo,Woodside,2017,2197.0,2008.0,5614.0
798,San Mateo,Woodside,2018,2200.0,2013.0,5628.0
799,San Mateo,Woodside,2019,2198.0,2011.0,5615.0
800,Santa Clara,Campbell,2010,16950.0,16163.0,39349.0
801,Santa Clara,Campbell,2011,16968.0,16151.0,39792.0
802,Santa Clara,Campbell,2012,16977.0,16129.0,40080.0
803,Santa Clara,Campbell,2013,17031.0,16097.0,40384.0
804,Santa Clara,Campbell,2014,17604.0,16700.0,42055.0
805,Santa Clara,Campbell,2015,17619.0,16744.0,42236.0
806,Santa Clara,Campbell,2016,17793.0,16838.0,42500.0
807,Santa Clara,Campbell,2017,17832.0,16876.0,42647.0
808,Santa Clara,Campbell,2018,17868.0,16961.0,42767.0
809,Santa Clara,Campbell,2019,18096.0,17177.0,43250.0
810,Santa Clara,Cupertino,2010,21027.0,20181.0,58302.0
811,Santa Clara,Cupertino,2011,21041.0,20197.0,59048.0
812,Santa Clara,Cupertino,2012,21036.0,20140.0,59389.0
813,Santa Clara,Cupertino,2013,21041.0,20004.0,59553.0
814,Santa Clara,Cupertino,2014,21037.0,20000.0,59776.0
815,Santa Clara,Cupertino,2015,21054.0,20065.0,60069.0
816,Santa Clara,Cupertino,2016,21052.0,20063.0,60103.0
817,Santa Clara,Cupertino,2017,21064.0,20075.0,60213.0
818,Santa Clara,Cupertino,2018,21031.0,20044.0,59988.0
819,Santa Clara,Cupertino,2019,21022.0,20035.0,59879.0
820,Santa Clara,Gilroy,2010,14854.0,14175.0,48821.0
821,Santa Clara,Gilroy,2011,14924.0,14229.0,49587.0
822,Santa Clara,Gilroy,2012,15087.0,14413.0,50645.0
823,Santa Clara,Gilroy,2013,15358.0,14749.0,52297.0
824,Santa Clara,Gilroy,2014,15533.0,14861.0,52896.0
825,Santa Clara,Gilroy,2015,15774.0,15064.0,53697.0
826,Santa Clara,Gilroy,2016,15935.0,15284.0,54506.0
827,Santa Clara,Gilroy,2017,16258.0,15451.0,55160.0
828,Santa Clara,Gilroy,2018,16372.0,15511.0,55252.0
829,Santa Clara,Gilroy,2019,16598.0,15725.0,55928.0
830,Santa Clara,Incorporated,2010,602234.0,576124.0,1691682.0
831,Santa Clara,Incorporated,2011,605069.0,578838.0,1719366.0
832,Santa Clara,Incorporated,2012,608664.0,582588.0,1746074.0
833,Santa Clara,Incorporated,2013,611383.0,586038.0,1773448.0
834,Santa Clara,Incorporated,2014,616731.0,590476.0,1794682.0
835,Santa Clara,Incorporated,2015,624027.0,597181.0,1818465.0
836,Santa Clara,Incorporated,2016,629383.0,603165.0,1837209.0
837,Santa Clara,Incorporated,2017,633831.0,605888.0,1847660.0
838,Santa Clara,Incorporated,2018,639922.0,611163.0,1859462.0
839,Santa Clara,Incorporated,2019,643341.0,614420.0,1865918.0
840,Santa Clara,Los Altos,2010,11204.0,10745.0,28976.0
841,Santa Clara,Los Altos,2011,11204.0,10732.0,29289.0
842,Santa Clara,Los Altos,2012,11258.0,10782.0,29678.0
843,Santa Clara,Los Altos,2013,11274.0,10794.0,29994.0
844,Santa Clara,Los Altos,2014,11278.0,10800.0,30131.0
845,Santa Clara,Los Altos,2015,11350.0,10870.0,30376.0
846,Santa Clara,Los Altos,2016,11606.0,11112.0,31069.0
847,Santa Clara,Los Altos,2017,11660.0,11170.0,31270.0
848,Santa Clara,Los Altos,2018,11669.0,11178.0,31225.0
849,Santa Clara,Los Altos,2019,11672.0,11181.0,31190.0
850,Santa Clara,Los Altos Hills,2010,3001.0,2829.0,7922.0
851,Santa Clara,Los Altos Hills,2011,3002.0,2833.0,8027.0
852,Santa Clara,Los Altos Hills,2012,3005.0,2828.0,8083.0
853,Santa Clara,Los Altos Hills,2013,3064.0,2863.0,8261.0
854,Santa Clara,Los Altos Hills,2014,3080.0,2892.0,8378.0
855,Santa Clara,Los Altos Hills,2015,3088.0,2907.0,8434.0
856,Santa Clara,Los Altos Hills,2016,3093.0,2912.0,8453.0
857,Santa Clara,Los Altos Hills,2017,3108.0,2962.0,8608.0
858,Santa Clara,Los Altos Hills,2018,3143.0,3007.0,8720.0
859,Santa Clara,Los Altos Hills,2019,3171.0,3034.0,8785.0
860,Santa Clara,Los Gatos,2010,13050.0,12355.0,29413.0
861,Santa Clara,Los Gatos,2011,13067.0,12370.0,29800.0
862,Santa Clara,Los Gatos,2012,13091.0,12380.0,30081.0
863,Santa Clara,Los Gatos,2013,13135.0,12388.0,30387.0
864,Santa Clara,Los Gatos,2014,13185.0,12459.0,30680.0
865,Santa Clara,Los Gatos,2015,13228.0,12511.0,30858.0
866,Santa Clara,Los Gatos,2016,13251.0,12505.0,30864.0
867,Santa Clara,Los Gatos,2017,13289.0,12541.0,30992.0
868,Santa Clara,Los Gatos,2018,13299.0,12570.0,30995.0
869,Santa Clara,Los Gatos,2019,13314.0,12584.0,30988.0
870,Santa Clara,Milpitas,2010,19806.0,19184.0,66790.0
871,Santa Clara,Milpitas,2011,19880.0,19233.0,66979.0
872,Santa Clara,Milpitas,2012,19889.0,19248.0,67483.0
873,Santa Clara,Milpitas,2013,19925.0,19300.0,68457.0
874,Santa Clara,Milpitas,2014,20242.0,19594.0,70508.0
875,Santa Clara,Milpitas,2015,21039.0,20359.0,73412.0
876,Santa Clara,Milpitas,2016,21450.0,20772.0,74492.0
877,Santa Clara,Milpitas,2017,21532.0,20818.0,74721.0
878,Santa Clara,Milpitas,2018,21643.0,20914.0,74980.0
879,Santa Clara,Milpitas,2019,22027.0,21285.0,76231.0
880,Santa Clara,Monte Sereno,2010,1287.0,1211.0,3341.0
881,Santa Clara,Monte Sereno,2011,1287.0,1210.0,3379.0
882,Santa Clara,Monte Sereno,2012,1284.0,1199.0,3378.0
883,Santa Clara,Monte Sereno,2013,1289.0,1204.0,3424.0
884,Santa Clara,Monte Sereno,2014,1293.0,1223.0,3493.0
885,Santa Clara,Monte Sereno,2015,1299.0,1236.0,3537.0
886,Santa Clara,Monte Sereno,2016,1305.0,1242.0,3555.0
887,Santa Clara,Monte Sereno,2017,1311.0,1248.0,3576.0
888,Santa Clara,Monte Sereno,2018,1330.0,1279.0,3657.0
889,Santa Clara,Monte Sereno,2019,1379.0,1326.0,3787.0
890,Santa Clara,Morgan Hill,2010,12859.0,12326.0,37882.0
891,Santa Clara,Morgan Hill,2011,12915.0,12382.0,38506.0
892,Santa Clara,Morgan Hill,2012,13129.0,12607.0,39536.0
893,Santa Clara,Morgan Hill,2013,13319.0,12844.0,40655.0
894,Santa Clara,Morgan Hill,2014,13617.0,13092.0,41596.0
895,Santa Clara,Morgan Hill,2015,13868.0,13314.0,42364.0
896,Santa Clara,Morgan Hill,2016,14214.0,13694.0,43592.0
897,Santa Clara,Morgan Hill,2017,14415.0,13785.0,43934.0
898,Santa Clara,Morgan Hill,2018,14722.0,14044.0,44653.0
899,Santa Clara,Morgan Hill,2019,15105.0,14409.0,45742.0
900,Santa Clara,Mountain View,2010,33881.0,31957.0,74066.0
901,Santa Clara,Mountain View,2011,33945.0,31919.0,74869.0
902,Santa Clara,Mountain View,2012,34028.0,32012.0,75736.0
903,Santa Clara,Mountain View,2013,34136.0,32155.0,76802.0
904,Santa Clara,Mountain View,2014,34173.0,32161.0,77126.0
905,Santa Clara,Mountain View,2015,34807.0,32743.0,78648.0
906,Santa Clara,Mountain View,2016,35239.0,33184.0,79760.0
907,Santa Clara,Mountain View,2017,35595.0,33444.0,80484.0
908,Santa Clara,Mountain View,2018,35841.0,33650.0,80800.0
909,Santa Clara,Mountain View,2019,36422.0,34195.0,81992.0
910,Santa Clara,Palo Alto,2010,28216.0,26493.0,64403.0
911,Santa Clara,Palo Alto,2011,28257.0,26551.0,65315.0
912,Santa Clara,Palo Alto,2012,28380.0,26720.0,66292.0
913,Santa Clara,Palo Alto,2013,28457.0,26936.0,67461.0
914,Santa Clara,Palo Alto,2014,28546.0,26917.0,67594.0
915,Santa Clara,Palo Alto,2015,28674.0,26988.0,67910.0
916,Santa Clara,Palo Alto,2016,28919.0,27339.0,68832.0
917,Santa Clara,Palo Alto,2017,29124.0,27532.0,69397.0
918,Santa Clara,Palo Alto,2018,29189.0,27592.0,69395.0
919,Santa Clara,Palo Alto,2019,29228.0,27629.0,69397.0
920,Santa Clara,San Jose,2010,314038.0,301366.0,945942.0
921,Santa Clara,San Jose,2011,316123.0,303432.0,963666.0
922,Santa Clara,San Jose,2012,318566.0,306028.0,980754.0
923,Santa Clara,San Jose,2013,319625.0,307721.0,995657.0
924,Santa Clara,San Jose,2014,323203.0,310679.0,1008841.0
925,Santa Clara,San Jose,2015,327652.0,314716.0,1023285.0
926,Santa Clara,San Jose,2016,329824.0,317377.0,1032423.0
927,Santa Clara,San Jose,2017,332574.0,318794.0,1038271.0
928,Santa Clara,San Jose,2018,335164.0,320864.0,1042900.0
929,Santa Clara,San Jose,2019,335887.0,321556.0,1043058.0
930,Santa Clara,Santa Clara,2010,45147.0,43021.0,116468.0
931,Santa Clara,Santa Clara,2011,45503.0,43400.0,118844.0
932,Santa Clara,Santa Clara,2012,45536.0,43502.0,120121.0
933,Santa Clara,Santa Clara,2013,45662.0,43812.0,122087.0
934,Santa Clara,Santa Clara,2014,45770.0,43780.0,122475.0
935,Santa Clara,Santa Clara,2015,45828.0,43770.0,122647.0
936,Santa Clara,Santa Clara,2016,46458.0,44531.0,124807.0
937,Santa Clara,Santa Clara,2017,46535.0,44607.0,125167.0
938,Santa Clara,Santa Clara,2018,48144.0,46033.0,128789.0
939,Santa Clara,Santa Clara,2019,48183.0,46070.0,128717.0
940,Santa Clara,Saratoga,2010,11123.0,10734.0,29926.0
941,Santa Clara,Saratoga,2011,11146.0,10760.0,30359.0
942,Santa Clara,Saratoga,2012,11153.0,10768.0,30644.0
943,Santa Clara,Saratoga,2013,11169.0,10787.0,30992.0
944,Santa Clara,Saratoga,2014,11172.0,10787.0,31115.0
945,Santa Clara,Saratoga,2015,11186.0,10799.0,31202.0
946,Santa Clara,Saratoga,2016,11213.0,10828.0,31308.0
947,Santa Clara,Saratoga,2017,11226.0,10834.0,31364.0
948,Santa Clara,Saratoga,2018,11265.0,10869.0,31397.0
949,Santa Clara,Saratoga,2019,11284.0,10887.0,31407.0
950,Santa Clara,Sunnyvale,2010,55791.0,53384.0,140081.0
951,Santa Clara,Sunnyvale,2011,55807.0,53439.0,141906.0
952,Santa Clara,Sunnyvale,2012,56245.0,53832.0,144174.0
953,Santa Clara,Sunnyvale,2013,56898.0,54384.0,147037.0
954,Santa Clara,Sunnyvale,2014,56998.0,54531.0,148018.0
955,Santa Clara,Sunnyvale,2015,57561.0,55095.0,149790.0
956,Santa Clara,Sunnyvale,2016,58031.0,55484.0,150945.0
957,Santa Clara,Sunnyvale,2017,58308.0,55751.0,151856.0
958,Santa Clara,Sunnyvale,2018,59242.0,56647.0,153944.0
959,Santa Clara,Sunnyvale,2019,59953.0,57327.0,155567.0
960,Santa Clara,Unincorporated,2010,29686.0,28080.0,89960.0
961,Santa Clara,Unincorporated,2011,28074.0,26564.0,86401.0
962,Santa Clara,Unincorporated,2012,28084.0,26521.0,86909.0
963,Santa Clara,Unincorporated,2013,28063.0,26368.0,87239.0
964,Santa Clara,Unincorporated,2014,27960.0,26365.0,87548.0
965,Santa Clara,Unincorporated,2015,27980.0,26409.0,88046.0
966,Santa Clara,Unincorporated,2016,27977.0,26407.0,88097.0
967,Santa Clara,Unincorporated,2017,28044.0,26470.0,88392.0
968,Santa Clara,Unincorporated,2018,28048.0,26552.0,88336.0
969,Santa Clara,Unincorporated,2019,28098.0,26599.0,88368.0
970,Solano,Benicia,2010,11306.0,10686.0,26997.0
971,Solano,Benicia,2011,11316.0,10695.0,26944.0
972,Solano,Benicia,2012,11327.0,10719.0,27118.0
973,Solano,Benicia,2013,11326.0,10756.0,27242.0
974,Solano,Benicia,2014,11327.0,10730.0,27369.0
975,Solano,Benicia,2015,11329.0,10719.0,27559.0
976,Solano,Benicia,2016,11331.0,10720.0,27589.0
977,Solano,Benicia,2017,11332.0,10655.0,27600.0
978,Solano,Benicia,2018,11341.0,10663.0,27641.0
979,Solano,Benicia,2019,11344.0,10666.0,27570.0
980,Solano,Dixon,2010,6172.0,5856.0,18351.0
981,Solano,Dixon,2011,6178.0,5848.0,18274.0
982,Solano,Dixon,2012,6178.0,5862.0,18394.0
983,Solano,Dixon,2013,6178.0,5900.0,18535.0
984,Solano,Dixon,2014,6297.0,5986.0,18938.0
985,Solano,Dixon,2015,6297.0,5973.0,19047.0
986,Solano,Dixon,2016,6328.0,6035.0,19262.0
987,Solano,Dixon,2017,6389.0,6024.0,19354.0
988,Solano,Dixon,2018,6468.0,6075.0,19533.0
989,Solano,Dixon,2019,6573.0,6174.0,19794.0
990,Solano,Fairfield,2010,37184.0,34484.0,105321.0
991,Solano,Fairfield,2011,37384.0,34908.0,106173.0
992,Solano,Fairfield,2012,37547.0,35173.0,107418.0
993,Solano,Fairfield,2013,37819.0,35733.0,109325.0
994,Solano,Fairfield,2014,38045.0,35945.0,110768.0
995,Solano,Fairfield,2015,38404.0,36140.0,112137.0
996,Solano,Fairfield,2016,38682.0,36403.0,112820.0
997,Solano,Fairfield,2017,39237.0,36926.0,115311.0
998,Solano,Fairfield,2018,39599.0,37124.0,115966.0
999,Solano,Fairfield,2019,39847.0,37344.0,117149.0
1000,Solano,Incorporated,2010,145253.0,135049.0,394510.0
1001,Solano,Incorporated,2011,145739.0,135820.0,395456.0
1002,Solano,Incorporated,2012,146152.0,136420.0,398266.0
1003,Solano,Incorporated,2013,146647.0,137455.0,401317.0
1004,Solano,Incorporated,2014,147306.0,137875.0,404992.0
1005,Solano,Incorporated,2015,147957.0,138081.0,408465.0
1006,Solano,Incorporated,2016,148879.0,139138.0,411945.0
1007,Solano,Incorporated,2017,150041.0,139873.0,417247.0
1008,Solano,Incorporated,2018,151258.0,140770.0,419534.0
1009,Solano,Incorporated,2019,152037.0,141481.0,421727.0
1010,Solano,Rio Vista,2010,3890.0,3454.0,7360.0
1011,Solano,Rio Vista,2011,3914.0,3479.0,7394.0
1012,Solano,Rio Vista,2012,3940.0,3507.0,7484.0
1013,Solano,Rio Vista,2013,4000.0,3573.0,7633.0
1014,Solano,Rio Vista,2014,4132.0,3682.0,7922.0
1015,Solano,Rio Vista,2015,4232.0,3767.0,8169.0
1016,Solano,Rio Vista,2016,4383.0,3912.0,8492.0
1017,Solano,Rio Vista,2017,4546.0,4033.0,8812.0
1018,Solano,Rio Vista,2018,4692.0,4154.0,9083.0
1019,Solano,Rio Vista,2019,4878.0,4319.0,9416.0
1020,Solano,Suisun City,2010,9454.0,8918.0,28111.0
1021,Solano,Suisun City,2011,9454.0,8931.0,28075.0
1022,Solano,Suisun City,2012,9454.0,8958.0,28278.0
1023,Solano,Suisun City,2013,9454.0,9031.0,28541.0
1024,Solano,Suisun City,2014,9459.0,8983.0,28592.0
1025,Solano,Suisun City,2015,9493.0,8990.0,28842.0
1026,Solano,Suisun City,2016,9493.0,9051.0,29065.0
1027,Solano,Suisun City,2017,9514.0,9071.0,29320.0
1028,Solano,Suisun City,2018,9549.0,9104.0,29448.0
1029,Solano,Suisun City,2019,9559.0,9114.0,29447.0
1030,Solano,Unincorporated,2010,7445.0,6709.0,18834.0
1031,Solano,Unincorporated,2011,7453.0,6720.0,18828.0
1032,Solano,Unincorporated,2012,7460.0,6737.0,18944.0
1033,Solano,Unincorporated,2013,7464.0,6766.0,19033.0
1034,Solano,Unincorporated,2014,7476.0,6756.0,19153.0
1035,Solano,Unincorporated,2015,7483.0,6752.0,19279.0
1036,Solano,Unincorporated,2016,7496.0,6789.0,19401.0
1037,Solano,Unincorporated,2017,7514.0,6805.0,19554.0
1038,Solano,Unincorporated,2018,7528.0,6801.0,19568.0
1039,Solano,Unincorporated,2019,7549.0,6820.0,19580.0
1040,Solano,Vacaville,2010,32814.0,31092.0,92428.0
1041,Solano,Vacaville,2011,33020.0,31304.0,92485.0
1042,Solano,Vacaville,2012,33158.0,31475.0,92771.0
1043,Solano,Vacaville,2013,33286.0,31705.0,92972.0
1044,Solano,Vacaville,2014,33409.0,31745.0,93392.0
1045,Solano,Vacaville,2015,33564.0,31855.0,94236.0
1046,Solano,Vacaville,2016,34006.0,32366.0,96082.0
1047,Solano,Vacaville,2017,34317.0,32467.0,97295.0
1048,Solano,Vacaville,2018,34884.0,32937.0,98226.0
1049,Solano,Vacaville,2019,35095.0,33136.0,98807.0
1050,Solano,Vallejo,2010,44433.0,40559.0,115942.0
1051,Solano,Vallejo,2011,44473.0,40655.0,116111.0
1052,Solano,Vallejo,2012,44548.0,40726.0,116803.0
1053,Solano,Vallejo,2013,44584.0,40757.0,117069.0
1054,Solano,Vallejo,2014,44637.0,40804.0,118011.0
1055,Solano,Vallejo,2015,44638.0,40637.0,118475.0
1056,Solano,Vallejo,2016,44656.0,40651.0,118635.0
1057,Solano,Vallejo,2017,44706.0,40697.0,119555.0
1058,Solano,Vallejo,2018,44725.0,40713.0,119637.0
1059,Solano,Vallejo,2019,44741.0,40728.0,119544.0
1060,Sonoma,Cloverdale,2010,3427.0,3182.0,8618.0
1061,Sonoma,Cloverdale,2011,3427.0,3188.0,8668.0
1062,Sonoma,Cloverdale,2012,3427.0,3196.0,8707.0
1063,Sonoma,Cloverdale,2013,3427.0,3218.0,8800.0
1064,Sonoma,Cloverdale,2014,3427.0,3203.0,8810.0
1065,Sonoma,Cloverdale,2015,3427.0,3196.0,8860.0
1066,Sonoma,Cloverdale,2016,3427.0,3214.0,8918.0
1067,Sonoma,Cloverdale,2017,3459.0,3244.0,9003.0
1068,Sonoma,Cloverdale,2018,3468.0,3240.0,9141.0
1069,Sonoma,Cloverdale,2019,3481.0,3252.0,9257.0
1070,Sonoma,Cotati,2010,3143.0,2978.0,7265.0
1071,Sonoma,Cotati,2011,3144.0,2981.0,7301.0
1072,Sonoma,Cotati,2012,3144.0,2981.0,7315.0
1073,Sonoma,Cotati,2013,3144.0,2981.0,7345.0
1074,Sonoma,Cotati,2014,3145.0,2982.0,7391.0
1075,Sonoma,Cotati,2015,3145.0,2992.0,7476.0
1076,Sonoma,Cotati,2016,3146.0,2993.0,7486.0
1077,Sonoma,Cotati,2017,3150.0,2997.0,7497.0
1078,Sonoma,Cotati,2018,3180.0,3043.0,7739.0
1079,Sonoma,Cotati,2019,3209.0,3071.0,7919.0
1080,Sonoma,Healdsburg,2010,4794.0,4378.0,11254.0
1081,Sonoma,Healdsburg,2011,4862.0,4445.0,11470.0
1082,Sonoma,Healdsburg,2012,4868.0,4456.0,11522.0
1083,Sonoma,Healdsburg,2013,4874.0,4477.0,11623.0
1084,Sonoma,Healdsburg,2014,4904.0,4494.0,11736.0
1085,Sonoma,Healdsburg,2015,4926.0,4509.0,11868.0
1086,Sonoma,Healdsburg,2016,4928.0,4524.0,11918.0
1087,Sonoma,Healdsburg,2017,4937.0,4532.0,11943.0
1088,Sonoma,Healdsburg,2018,4983.0,4565.0,12232.0
1089,Sonoma,Healdsburg,2019,5025.0,4603.0,12501.0
1090,Sonoma,Incorporated,2010,136605.0,128874.0,338515.0
1091,Sonoma,Incorporated,2011,136748.0,129049.0,340057.0
1092,Sonoma,Incorporated,2012,137144.0,129645.0,342320.0
1093,Sonoma,Incorporated,2013,137486.0,130555.0,346124.0
1094,Sonoma,Incorporated,2014,138020.0,130632.0,348400.0
1095,Sonoma,Incorporated,2015,138459.0,130849.0,351653.0
1096,Sonoma,Incorporated,2016,138865.0,131446.0,353645.0
1097,Sonoma,Incorporated,2017,139412.0,131963.0,355078.0
1098,Sonoma,Incorporated,2018,139027.0,131266.0,359145.0
1099,Sonoma,Incorporated,2019,140169.0,132346.0,358894.0
1100,Sonoma,Petaluma,2010,22736.0,21737.0,57941.0
1101,Sonoma,Petaluma,2011,22759.0,21723.0,58123.0
1102,Sonoma,Petaluma,2012,22796.0,21789.0,58412.0
1103,Sonoma,Petaluma,2013,22943.0,22013.0,59241.0
1104,Sonoma,Petaluma,2014,23097.0,22101.0,59829.0
1105,Sonoma,Petaluma,2015,23101.0,22076.0,60237.0
1106,Sonoma,Petaluma,2016,23206.0,22246.0,60757.0
1107,Sonoma,Petaluma,2017,23342.0,22376.0,61124.0
1108,Sonoma,Petaluma,2018,23435.0,22416.0,62251.0
1109,Sonoma,Petaluma,2019,23543.0,22519.0,62247.0
1110,Sonoma,Rohnert Park,2010,16551.0,15808.0,40794.0
1111,Sonoma,Rohnert Park,2011,16551.0,15817.0,40795.0
1112,Sonoma,Rohnert Park,2012,16551.0,15847.0,40953.0
1113,Sonoma,Rohnert Park,2013,16551.0,15927.0,41328.0
1114,Sonoma,Rohnert Park,2014,16551.0,15870.0,41427.0
1115,Sonoma,Rohnert Park,2015,16551.0,15842.0,41687.0
1116,Sonoma,Rohnert Park,2016,16576.0,15932.0,41969.0
1117,Sonoma,Rohnert Park,2017,16597.0,15952.0,42034.0
1118,Sonoma,Rohnert Park,2018,16816.0,16115.0,43178.0
1119,Sonoma,Rohnert Park,2019,17067.0,16356.0,43339.0
1120,Sonoma,Santa Rosa,2010,67396.0,63590.0,167815.0
1121,Sonoma,Santa Rosa,2011,67448.0,63681.0,168674.0
1122,Sonoma,Santa Rosa,2012,67730.0,64086.0,170065.0
1123,Sonoma,Santa Rosa,2013,67906.0,64626.0,172206.0
1124,Sonoma,Santa Rosa,2014,68169.0,64609.0,173232.0
1125,Sonoma,Santa Rosa,2015,68551.0,64841.0,175154.0
1126,Sonoma,Santa Rosa,2016,68803.0,65082.0,176005.0
1127,Sonoma,Santa Rosa,2017,69114.0,65375.0,176790.0
1128,Sonoma,Santa Rosa,2018,68265.0,64353.0,177017.0
1129,Sonoma,Santa Rosa,2019,68927.0,64977.0,175625.0
1130,Sonoma,Sebastopol,2010,3465.0,3276.0,7379.0
1131,Sonoma,Sebastopol,2011,3467.0,3281.0,7418.0
1132,Sonoma,Sebastopol,2012,3473.0,3291.0,7455.0
1133,Sonoma,Sebastopol,2013,3476.0,3305.0,7517.0
1134,Sonoma,Sebastopol,2014,3485.0,3305.0,7563.0
1135,Sonoma,Sebastopol,2015,3489.0,3305.0,7622.0
1136,Sonoma,Sebastopol,2016,3492.0,3317.0,7658.0
1137,Sonoma,Sebastopol,2017,3495.0,3320.0,7666.0
1138,Sonoma,Sebastopol,2018,3509.0,3326.0,7808.0
1139,Sonoma,Sebastopol,2019,3517.0,3334.0,7885.0
1140,Sonoma,Sonoma,2010,5544.0,4955.0,10648.0
1141,Sonoma,Sonoma,2011,5546.0,4962.0,10703.0
1142,Sonoma,Sonoma,2012,5546.0,4952.0,10704.0
1143,Sonoma,Sonoma,2013,5555.0,4960.0,10764.0
1144,Sonoma,Sonoma,2014,5610.0,5028.0,10972.0
1145,Sonoma,Sonoma,2015,5635.0,5060.0,11126.0
1146,Sonoma,Sonoma,2016,5645.0,5069.0,11157.0
1147,Sonoma,Sonoma,2017,5658.0,5081.0,11185.0
1148,Sonoma,Sonoma,2018,5668.0,5105.0,11423.0
1149,Sonoma,Sonoma,2019,5687.0,5122.0,11556.0
1150,Sonoma,Unincorporated,2010,67967.0,56951.0,145363.0
1151,Sonoma,Unincorporated,2011,68090.0,57000.0,146530.0
1152,Sonoma,Unincorporated,2012,68219.0,57002.0,147158.0
1153,Sonoma,Unincorporated,2013,68379.0,56852.0,147330.0
1154,Sonoma,Unincorporated,2014,68517.0,56972.0,148487.0
1155,Sonoma,Unincorporated,2015,68443.0,56915.0,149229.0
1156,Sonoma,Unincorporated,2016,68541.0,56989.0,149488.0
1157,Sonoma,Unincorporated,2017,68641.0,57070.0,149781.0
1158,Sonoma,Unincorporated,2018,64552.0,53822.0,143721.0
1159,Sonoma,Unincorporated,2019,64807.0,54038.0,141781.0
1160,Sonoma,Windsor,2010,9549.0,8970.0,26801.0
1161,Sonoma,Windsor,2011,9544.0,8971.0,26905.0
1162,Sonoma,Windsor,2012,9609.0,9047.0,27187.0
1163,Sonoma,Windsor,2013,9610.0,9048.0,27300.0
1164,Sonoma,Windsor,2014,9632.0,9040.0,27440.0
1165,Sonoma,Windsor,2015,9634.0,9028.0,27623.0
1166,Sonoma,Windsor,2016,9642.0,9069.0,27777.0
1167,Sonoma,Windsor,2017,9660.0,9086.0,27836.0
1168,Sonoma,Windsor,2018,9703.0,9103.0,28356.0
1169,Sonoma,Windsor,2019,9713.0,9112.0,28565.0
